# RamanPL_2D export
# map_kind: "integration"
# spectrum_type: "Photoluminescence"
# x_unit: "eV"
# coord_mode: "real"
# step_size: 1.7
# step_unit: "um"
# integration_range: [1.92, 2.02]
# background_remove: false
# baseline_method: "poly"
# 
x	y	integration_area
0.0	0.0	0.39077610185097417
1.7	0.0	0.4678380208263288
3.4	0.0	0.6349738348527553
5.1	0.0	1.249471739563088
6.8	0.0	2.6069033702725695
8.5	0.0	4.360468112558041
10.2	0.0	5.605660339833056
11.9	0.0	6.014305720535777
13.6	0.0	5.938053920472694
15.299999999999999	0.0	5.892669005321541
17.0	0.0	5.7945044775573695
18.7	0.0	5.667621073409007
20.4	0.0	5.289375250897013
22.099999999999998	0.0	5.182761908831452
23.8	0.0	4.7685200684819815
25.5	0.0	4.614953298578359
27.2	0.0	4.417638158307864
28.9	0.0	4.5570512534487175
30.599999999999998	0.0	4.131010066904531
32.3	0.0	3.8539065655418314
34.0	0.0	3.8060747742721355
35.699999999999996	0.0	3.763155529797884
37.4	0.0	3.7531649183548392
39.1	0.0	3.556311371117664
40.8	0.0	3.568134209514045
42.5	0.0	3.465237191898663
44.199999999999996	0.0	3.3840405406163487
45.9	0.0	3.4709229723536184
47.6	0.0	3.40452166071721
49.3	0.0	3.3705944077603025
51.0	0.0	3.3836416427578517
52.699999999999996	0.0	3.185927487624102
54.4	0.0	3.279494679450822
56.1	0.0	3.297393981031111
57.8	0.0	3.2917625730278193
59.5	0.0	3.2630195638008863
61.199999999999996	0.0	3.167627334949827
62.9	0.0	3.199921042338625
64.6	0.0	3.161950105109915
66.3	0.0	3.16374734864852
68.0	0.0	3.0608375126560916
69.7	0.0	3.074740594069809
71.39999999999999	0.0	3.0666688366276134
73.1	0.0	2.9572220964076057
74.8	0.0	2.8693625268542275
76.5	0.0	2.84688767975268
78.2	0.0	2.687859462275257
79.89999999999999	0.0	2.6722803138714646
81.6	0.0	2.5981408609286993
83.3	0.0	2.7824099820947663
85.0	0.0	2.688119093878559
86.7	0.0	2.6575391242999067
88.39999999999999	0.0	2.529408596184498
90.1	0.0	2.258049288860883
91.8	0.0	1.6072219350734795
93.5	0.0	0.9695822495166515
95.2	0.0	0.42257166197234913
96.89999999999999	0.0	0.3232502989231973
98.6	0.0	0.3213571118775445
100.3	0.0	0.287313590595975
102.0	0.0	0.2802158231037783
103.7	0.0	0.3326001706065385
105.39999999999999	0.0	0.2573817336436867
0.0	1.7	0.3551992826581953
1.7	1.7	17.017320912264193
3.4	1.7	21.73621324282628
5.1	1.7	23.472325689574514
6.8	1.7	24.88411002455496
8.5	1.7	30.19275050854288
10.2	1.7	35.31593709562923
11.9	1.7	28.374684120383687
13.6	1.7	27.944966706677402
15.299999999999999	1.7	28.529065441225193
17.0	1.7	21.965257671083997
18.7	1.7	21.23774533278877
20.4	1.7	17.808733388142215
22.099999999999998	1.7	19.03308511820469
23.8	1.7	16.355644526392442
25.5	1.7	16.337156626680013
27.2	1.7	14.398199194542569
28.9	1.7	14.280283653145093
30.599999999999998	1.7	13.343266682373011
32.3	1.7	12.97178578093008
34.0	1.7	12.75497949149518
35.699999999999996	1.7	12.660051108160491
37.4	1.7	12.544531647511146
39.1	1.7	12.497048273812586
40.8	1.7	11.573169614114834
42.5	1.7	11.352082332016353
44.199999999999996	1.7	11.107928397667608
45.9	1.7	10.352420805299626
47.6	1.7	10.18071868823086
49.3	1.7	9.987920686681367
51.0	1.7	9.850031708906698
52.699999999999996	1.7	9.455944631671034
54.4	1.7	9.63279393506656
56.1	1.7	9.571573888377422
57.8	1.7	8.84801453453464
59.5	1.7	8.68907807569548
61.199999999999996	1.7	8.32342857193943
62.9	1.7	7.791724378336992
64.6	1.7	7.216824572683955
66.3	1.7	6.888057389108818
68.0	1.7	6.579361301548524
69.7	1.7	6.170374975671616
71.39999999999999	1.7	5.787327033945728
73.1	1.7	5.49016493194492
74.8	1.7	5.246892577435707
76.5	1.7	4.915470769847753
78.2	1.7	4.428584941472843
79.89999999999999	1.7	4.402374307212165
81.6	1.7	4.308290330744845
83.3	1.7	4.344353691272377
85.0	1.7	4.2686673156914665
86.7	1.7	4.2025192197503225
88.39999999999999	1.7	4.054968856519709
90.1	1.7	3.6899818873376833
91.8	1.7	2.4352947106677245
93.5	1.7	1.5617552846440854
95.2	1.7	0.6287440415024251
96.89999999999999	1.7	0.37930468102612597
98.6	1.7	0.3869761396808786
100.3	1.7	0.33850800718595336
102.0	1.7	0.24488983432839034
103.7	1.7	0.32027946388678913
105.39999999999999	1.7	0.2919393844462734
0.0	3.4	0.3592080693868852
1.7	3.4	4.6032421763138505
3.4	3.4	29.845742933066397
5.1	3.4	32.6567320927116
6.8	3.4	37.698587245254394
8.5	3.4	43.25484887280645
10.2	3.4	47.22022954905969
11.9	3.4	49.83426454055264
13.6	3.4	53.78876402388485
15.299999999999999	3.4	51.2347702268819
17.0	3.4	53.483271084273134
18.7	3.4	52.22397381321284
20.4	3.4	52.2545064138877
22.099999999999998	3.4	51.498287346259275
23.8	3.4	49.472903050416726
25.5	3.4	49.384361266066655
27.2	3.4	51.397899916002814
28.9	3.4	48.760588465398016
30.599999999999998	3.4	48.563874290715844
32.3	3.4	49.49676009720875
34.0	3.4	48.346584773537266
35.699999999999996	3.4	48.64566098559247
37.4	3.4	50.787435515085406
39.1	3.4	49.96762848036616
40.8	3.4	51.75653902157876
42.5	3.4	49.46364888842415
44.199999999999996	3.4	48.28278880359509
45.9	3.4	49.61728061984404
47.6	3.4	47.62325382104236
49.3	3.4	46.52423204879394
51.0	3.4	49.137940357112775
52.699999999999996	3.4	47.71222444139832
54.4	3.4	46.04423964233207
56.1	3.4	49.556222395907966
57.8	3.4	46.884091052127054
59.5	3.4	44.01170933802587
61.199999999999996	3.4	41.540411579991854
62.9	3.4	35.65555250470954
64.6	3.4	29.563446227790436
66.3	3.4	25.00907505916125
68.0	3.4	21.080660134547504
69.7	3.4	18.893628111653744
71.39999999999999	3.4	16.68906070938778
73.1	3.4	15.869977687054412
74.8	3.4	14.90368039666733
76.5	3.4	14.541080354897439
78.2	3.4	13.443694082836275
79.89999999999999	3.4	13.094104884421073
81.6	3.4	12.840386579813543
83.3	3.4	12.67783259971503
85.0	3.4	12.3431108134636
86.7	3.4	11.647451047823239
88.39999999999999	3.4	10.974001177198936
90.1	3.4	9.84148740055299
91.8	3.4	6.86445678666751
93.5	3.4	4.149701447624871
95.2	3.4	1.3675531153373335
96.89999999999999	3.4	0.3917052540785362
98.6	3.4	0.3265569379822037
100.3	3.4	0.41004015321656473
102.0	3.4	0.35073581607932874
103.7	3.4	0.26525260912989995
105.39999999999999	3.4	0.3393414559926318
0.0	5.1	0.31975726760920276
1.7	5.1	0.5896902681752706
3.4	5.1	29.63109990775689
5.1	5.1	29.84083600365108
6.8	5.1	32.56093730508616
8.5	5.1	37.64396727341497
10.2	5.1	44.55553111679942
11.9	5.1	48.150356478998845
13.6	5.1	48.44781776997194
15.299999999999999	5.1	49.08800205184166
17.0	5.1	47.923631151482766
