#Wave		#Intensity
1790.746094	33.416843
1789.173828	20.686617
1787.603516	12.727688
1786.031250	27.040943
1784.458984	39.758156
1782.886719	33.390186
1781.314453	23.845369
1779.742188	30.198099
1778.167969	38.137341
1776.593750	33.363499
1775.021484	30.179983
1773.447266	25.409636
1771.873047	31.755684
1770.296875	33.336788
1768.722656	31.742960
1767.146484	17.455128
1765.570313	28.557205
1763.994141	25.379087
1762.417969	19.030495
1760.841797	28.540009
1759.263672	26.949036
1757.687500	30.113455
1756.109375	28.522800
1754.531250	12.674250
1752.953125	31.679245
1751.375000	33.256508
1749.794922	31.666485
1748.216797	25.328083
1746.636719	28.488348
1745.056641	15.823668
1743.476563	23.730711
1741.896484	28.471106
1740.314453	30.046764
1738.734375	26.878515
1737.152344	12.646156
1735.570313	33.189449
1733.988281	25.282084
1732.406250	33.176018
1730.822266	25.271849
1729.240234	33.162582
1727.656250	9.473104
1726.072266	33.149143
1724.488281	39.455265
1722.904297	29.979918
1721.320313	22.085981
1719.734375	20.504248
1718.148438	29.961660
1716.564453	33.108791
1714.978516	22.068041
1713.390625	28.367426
1711.804688	20.483418
1710.216797	22.054575
1708.630859	23.625092
1707.042969	17.321539
1705.455078	23.615467
1703.867188	26.758739
1702.277344	28.327007
1700.689453	17.307417
1699.099609	22.023127
1697.509766	28.309668
1695.919922	25.159010
1694.330078	15.721169
1692.740234	26.720526
1691.148438	23.572113
1689.556641	23.567293
1687.966797	28.274963
1686.375000	32.980705
1684.781250	25.123011
1683.189453	28.257599
1681.597656	26.682262
1680.003906	9.415339
1678.410156	21.964619
1676.816406	25.097271
1675.222656	23.523863
1673.626953	29.790775
1672.033203	23.514204
1670.437500	23.509373
1668.841797	31.339388
1667.246094	32.899590
1665.650391	23.494875
1664.054688	10.962019
1662.457031	23.485205
1660.859375	29.741802
1659.263672	29.735676
1657.666016	31.294262
1656.066406	26.594639
1654.468750	12.512544
1652.869141	15.637453
1651.271484	15.634227
1649.671875	26.572699
1648.072266	17.190550
1646.472656	24.999269
1644.871094	20.307709
1643.271484	29.674364
1641.669922	21.860800
1640.068359	21.856277
1638.466797	18.730076
1636.865234	9.363099
1635.261719	26.523287
1633.660156	32.757275
1632.056641	17.155016
1630.453125	20.269907
1628.849609	28.060205
1627.246094	18.702923
1625.640625	23.373804
1624.037109	23.368952
1622.431641	24.921705
1620.826172	15.572831
1619.220703	23.354393
1617.613281	21.792902
1616.007813	9.337873
1614.400391	20.227852
1612.794922	26.446302
1611.187500	20.219433
1609.578125	15.550172
1607.970703	24.875093
1606.363281	15.543694
1604.753906	20.202591
1603.144531	15.537215
1601.535156	9.320385
1599.925781	15.530734
1598.316406	24.843988
1596.705078	13.971827
1595.093750	31.042021
1593.484375	12.414214
1591.873047	20.168884
1590.259766	23.266924
1588.648438	20.160452
1587.035156	20.156235
1585.423828	23.252329
1583.810547	12.398646
1582.197266	21.693089
1580.583984	21.688545
1578.968750	15.488573
1577.355469	6.194131
1575.740234	24.771330
1574.125000	13.930951
1572.509766	21.665823
1570.892578	27.850214
1569.277344	12.375275
1567.660156	24.745354
1566.044922	18.555119
1564.427734	18.551220
1562.808594	27.820982
1561.191406	10.816997
1559.574219	24.719364
1557.955078	32.437344
1556.335938	10.810172
1554.716797	12.351883
1553.097656	24.698565
1551.476563	16.976686
1549.857422	9.258060
1548.236328	9.256110
1546.615234	32.389557
1544.994141	12.336277
1543.373047	18.500513
1541.751953	20.037994
1540.128906	12.328471
1538.505859	23.111004
1536.882813	21.565716
1535.259766	18.480993
1533.636719	15.397574
1532.011719	13.854888
1530.388672	21.547493
1528.763672	18.465374
1527.138672	18.461468
1525.513672	18.457561
1523.886719	15.378046
1522.261719	23.062185
1520.634766	9.222920
1519.007813	18.441933
1517.380859	15.365022
1515.753906	16.897942
1514.125000	24.573612
