x	intensity
8.193242189999999709e+02	1.477802673944789262e+02
8.175410160000000133e+02	1.606476338222375375e+02
8.157597660000000133e+02	1.603159275195770022e+02
8.139765630000000556e+02	1.740686166572066327e+02
8.121933589999999867e+02	1.822258858023004109e+02
8.104082029999999577e+02	1.802534586115805837e+02
8.086250000000000000e+02	1.964844847353726038e+02
8.068398439999999709e+02	1.800834949014567599e+02
8.050546880000000556e+02	2.006170295341917154e+02
8.032695310000000291e+02	1.973029315904896066e+02
8.014843750000000000e+02	1.790974703802819477e+02
7.996972660000000133e+02	1.710290631114878863e+02
7.979101560000000291e+02	1.556711462049137822e+02
7.961230470000000423e+02	1.611497659923653885e+02
7.943359380000000556e+02	1.536900185750534433e+02
7.925488279999999577e+02	1.335887676362029310e+02
7.907597660000000133e+02	1.572099513725813438e+02
7.889707029999999577e+02	1.241051124510378685e+02
7.871816410000000133e+02	1.454965109658444362e+02
7.853925779999999577e+02	1.257303699625017828e+02
7.836035160000000133e+02	1.228252255162295654e+02
7.818125000000000000e+02	1.020871469127329476e+02
7.800214839999999867e+02	1.031770773338251104e+02
7.782304689999999709e+02	1.296770017854119033e+02
7.764394529999999577e+02	1.037463795424840782e+02
7.746464839999999867e+02	1.194332679807197195e+02
7.728535160000000133e+02	1.069355522718135489e+02
7.710605470000000423e+02	1.015145933378766472e+02
7.692675779999999577e+02	9.990376709554830370e+01
7.674746089999999867e+02	9.149016916501014407e+01
7.656796880000000556e+02	1.081915582904449025e+02
7.638847660000000133e+02	8.839304152035111883e+01
7.620898439999999709e+02	8.965551437235281185e+01
7.602949220000000423e+02	1.044995088522130402e+02
7.585000000000000000e+02	8.326294220025201298e+01
7.567031250000000000e+02	9.295063902654545984e+01
7.549062500000000000e+02	7.964355540369018627e+01
7.531093750000000000e+02	9.520529508992214573e+01
7.513125000000000000e+02	1.015317081294951009e+02
7.495136720000000423e+02	1.057791399157385968e+02
7.477167970000000423e+02	8.910271935088992734e+01
7.459179689999999709e+02	7.328146247289180337e+01
7.441191410000000133e+02	9.599802221463640706e+01
7.423183589999999867e+02	9.384615331416853223e+01
7.405195310000000291e+02	8.526258482403818562e+01
7.387187500000000000e+02	1.038576694381387853e+02
7.369179689999999709e+02	1.021374307291868320e+02
7.351171880000000556e+02	9.228078243871397035e+01
7.333144529999999577e+02	8.437602254017787118e+01
7.315136720000000423e+02	7.775857481675630822e+01
7.297109380000000556e+02	7.790198151106066859e+01
7.279082029999999577e+02	9.632637587290690817e+01
7.261054689999999709e+02	1.041485682448976888e+02
7.243007810000000291e+02	8.672573508082396643e+01
7.224980470000000423e+02	1.070987022432046132e+02
7.206933589999999867e+02	1.082260764533021842e+02
7.188886720000000423e+02	1.090209387922928386e+02
7.170820310000000291e+02	1.068234855151251423e+02
7.152773439999999709e+02	8.729364412998857858e+01
7.134707029999999577e+02	1.107010372402571505e+02
7.116640630000000556e+02	1.230278939841889780e+02
7.098574220000000423e+02	1.124021038504611880e+02
7.080488279999999577e+02	9.849418195501596074e+01
7.062421880000000556e+02	8.049394431250000537e+01
7.044335939999999709e+02	9.081231225300479082e+01
7.026250000000000000e+02	9.534095187375791625e+01
7.008164060000000291e+02	1.069214410275182843e+02
6.990058589999999867e+02	1.006893342756181084e+02
6.971972660000000133e+02	8.373861716331886385e+01
6.953867189999999709e+02	9.708102824834253397e+01
6.935761720000000423e+02	9.571757634228464440e+01
6.917636720000000423e+02	1.186841761751356898e+02
6.899531250000000000e+02	1.105793272078769576e+02
6.881406250000000000e+02	9.002159881545451015e+01
6.863281250000000000e+02	9.275931678217013143e+01
6.845156250000000000e+02	9.546046795517457895e+01
6.827011720000000423e+02	1.052852289417749461e+02
6.808886720000000423e+02	1.036199098247920745e+02
6.790742189999999709e+02	1.122988638827294920e+02
6.772597660000000133e+02	9.569057957604802311e+01
6.754453130000000556e+02	9.833821343544451565e+01
6.736289060000000291e+02	8.522384696867685250e+01
6.718125000000000000e+02	9.664388969955170694e+01
6.699960939999999709e+02	9.454414863841824967e+01
6.681796880000000556e+02	9.401326468332194963e+01
6.663632810000000291e+02	1.016244195749220864e+02
6.645449220000000423e+02	8.974892470826338808e+01
6.627285160000000133e+02	7.372429727459173421e+01
6.609101560000000291e+02	8.738577593526788689e+01
6.590898439999999709e+02	8.650023366311647521e+01
6.572714839999999867e+02	8.823264613777801912e+01
6.554511720000000423e+02	9.289723033300785460e+01
6.536328130000000556e+02	8.704592365947711130e+01
6.518105470000000423e+02	7.083467121898176799e+01
6.499902339999999867e+02	9.276034203685544810e+01
6.481699220000000423e+02	8.668830183263172273e+01
6.463476560000000291e+02	8.842599342567464760e+01
6.445253910000000133e+02	7.661413843659190093e+01
6.427031250000000000e+02	7.549826691783248123e+01
6.408789060000000291e+02	6.528520354617056398e+01
6.390566410000000133e+02	7.955614179300830813e+01
6.372324220000000423e+02	8.272500640749362333e+01
6.354082029999999577e+02	8.231423578866991875e+01
6.335839839999999867e+02	8.999329471084709553e+01
6.317578130000000556e+02	9.745381578870856742e+01
6.299335939999999709e+02	8.001468666145129305e+01
6.281074220000000423e+02	7.531063530524120608e+01
6.262792970000000423e+02	7.101323466685386165e+01
6.244531250000000000e+02	6.719911106345810481e+01
6.226269529999999577e+02	8.035415606510528619e+01
6.207988279999999577e+02	8.150507497443756222e+01
6.189707029999999577e+02	6.625658168617928823e+01
6.171425779999999577e+02	5.392160638225022495e+01
6.153125000000000000e+02	6.138389192982173626e+01
6.134824220000000423e+02	8.591230546834951554e+01
6.116542970000000423e+02	6.025059766295851205e+01
6.098222660000000133e+02	6.157139124409252418e+01
6.079921880000000556e+02	5.897129074837630469e+01
6.061621089999999867e+02	6.561668581287604241e+01
6.043300779999999577e+02	6.289913322143141983e+01
6.024980470000000423e+02	7.330367684966198283e+01
6.006660160000000133e+02	7.174306858610297866e+01
5.988320310000000291e+02	6.764613320912695826e+01
5.970000000000000000e+02	6.207682017628204107e+01
5.951660160000000133e+02	6.949663760233821108e+01
5.933320310000000291e+02	7.837989133079553028e+01
5.914960939999999709e+02	6.925888889325514697e+01
5.896621089999999867e+02	7.259118967011625045e+01
5.878261720000000423e+02	6.358741769357610707e+01
5.859902339999999867e+02	8.167543415292068687e+01
5.841542970000000423e+02	6.687295060679214487e+01
5.823183589999999867e+02	6.015625444279704936e+01
5.804804689999999709e+02	8.727465108732663168e+01
5.786425779999999577e+02	6.507024969752129095e+01
5.768046880000000556e+02	6.814820574904507566e+01
5.749667970000000423e+02	6.863698782881638749e+01
5.731269529999999577e+02	6.264216151641593910e+01
5.712890630000000556e+02	7.324306508876740907e+01
5.694492189999999709e+02	6.023173383512482104e+01
5.676093750000000000e+02	7.671047132243116096e+01
5.657675779999999577e+02	4.634182663816571335e+01
5.639277339999999867e+02	6.043920650728169619e+01
5.620859380000000556e+02	5.673076795654816351e+01
5.602441410000000133e+02	6.209152817282992487e+01
5.584023439999999709e+02	6.337007051276798109e+01
5.565585939999999709e+02	9.012952750756434739e+01
5.547148439999999709e+02	6.761944628614287467e+01
5.528710939999999709e+02	7.584853793442803749e+01
5.510273439999999709e+02	6.257894249020536392e+01
5.491835939999999709e+02	6.028832561526360934e+01
5.473378910000000133e+02	6.099718718416379915e+01
5.454941410000000133e+02	5.077351681197932720e+01
5.436484380000000556e+02	7.506973460015674959e+01
5.418007810000000291e+02	8.071266377793281777e+01
5.399550779999999577e+02	6.272383760602389202e+01
5.381074220000000423e+02	4.837217782224330165e+01
5.362597660000000133e+02	5.188038129563057055e+01
5.344121089999999867e+02	7.450626787910498194e+01
5.325644529999999577e+02	4.338958214036449590e+01
5.307148439999999709e+02	1.082790141070080381e+01
5.288652339999999867e+02	2.168256963079392108e+01
5.270156250000000000e+02	1.115920953688203099e+01
5.251660160000000133e+02	-1.093034640710005760e+02
5.233144529999999577e+02	-4.008605382121652383e+02
5.214648439999999709e+02	8.422914909290648211e+01
5.196132810000000291e+02	-1.209595860091755185e+03
5.177617189999999709e+02	-7.426917340778318248e+02
5.159082029999999577e+02	-1.874336014220548350e+02
5.140566410000000133e+02	-2.946986799743933716e+01
5.122031250000000000e+02	-8.170812481808980010e-01
5.103496089999999867e+02	5.055407116080661467e+01
5.084941410000000133e+02	5.731553656842434918e+01
5.066406250000000000e+02	4.895584963123860689e+01
5.047851559999999722e+02	5.923713456654107290e+01
5.029296879999999987e+02	5.039745764296145580e+01
5.010742190000000278e+02	6.886894076119827446e+01
4.992187500000000000e+02	6.694792540649402213e+01
4.973613280000000145e+02	5.971972484115686086e+01
4.955039059999999722e+02	7.264659629976529231e+01
4.936464839999999867e+02	7.542995123156697446e+01
4.917890629999999987e+02	6.081523571242522763e+01
4.899296879999999987e+02	5.463450782224511215e+01
4.880722660000000133e+02	5.000567474380154209e+01
4.862128910000000133e+02	8.377339999268146187e+01
4.843515629999999987e+02	6.155947635720255562e+01
4.824921879999999987e+02	7.087794580089355634e+01
4.806308589999999867e+02	7.255024172026557494e+01
4.787695309999999722e+02	5.829105579682274652e+01
4.769082030000000145e+02	6.951099970081564550e+01
4.750468750000000000e+02	7.234980810843272536e+01
4.731835940000000278e+02	6.360835348895535191e+01
4.713222660000000133e+02	7.626458619030429986e+01
4.694589839999999867e+02	7.683121538214496127e+01
4.675937500000000000e+02	7.893486817847249881e+01
4.657304690000000278e+02	6.855690961531362859e+01
4.638652339999999867e+02	6.753750701523030386e+01
4.620000000000000000e+02	6.405449396687936314e+01
4.601347660000000133e+02	8.217114597265580755e+01
4.582695309999999722e+02	8.345025040763837865e+01
4.564023440000000278e+02	8.454779677005571159e+01
4.545351559999999722e+02	6.856925095535626724e+01
4.526679690000000278e+02	8.888679925336349186e+01
4.508007809999999722e+02	6.383825034141703725e+01
4.489335940000000278e+02	6.016546470626126109e+01
4.470644530000000145e+02	7.100597164763851765e+01
4.451953129999999987e+02	8.116216832353271116e+01
4.433261719999999855e+02	6.291056868978786554e+01
4.414550780000000145e+02	5.494701152584940473e+01
4.395859379999999987e+02	8.010663164387470658e+01
4.377148440000000278e+02	7.544723573948269291e+01
4.358437500000000000e+02	7.115022400252982493e+01
4.339707030000000145e+02	9.420931879161977918e+01
4.320996089999999867e+02	7.386847280506502500e+01
4.302265629999999987e+02	8.688440382788172656e+01
4.283535160000000133e+02	7.325731178469322913e+01
4.264804690000000278e+02	7.864249881667177533e+01
4.246054690000000278e+02	8.895364726820507428e+01
4.227324219999999855e+02	6.809809900147267570e+01
4.208574219999999855e+02	6.856891662754209449e+01
4.189824219999999855e+02	6.982937860522596907e+01
4.171054690000000278e+02	5.399724352446335018e+01
4.152304690000000278e+02	8.224559314035789725e+01
4.133535160000000133e+02	6.424886721699519398e+01
4.114765629999999987e+02	8.149859193156331116e+01
4.095976559999999722e+02	6.926188303766861054e+01
4.077207030000000145e+02	7.194328637028530693e+01
4.058417969999999855e+02	6.910445202866814896e+01
4.039628910000000133e+02	6.667348391792424422e+01
4.020839839999999867e+02	8.440270051380612415e+01
4.002050780000000145e+02	6.409061813591740986e+01
3.983242190000000278e+02	7.626750595901796714e+01
3.964433589999999867e+02	6.781251064186166388e+01
3.945625000000000000e+02	8.007286919070648423e+01
3.926816410000000133e+02	8.260436194165654911e+01
3.907988280000000145e+02	6.600552738524922347e+01
3.889160160000000133e+02	8.477788302031352430e+01
3.870332030000000145e+02	8.093195136582158966e+01
3.851503910000000133e+02	7.989018155761522166e+01
3.832656250000000000e+02	8.317044719888099280e+01
3.813808589999999867e+02	8.428070681236209793e+01
3.794980469999999855e+02	6.091366596476997586e+01
3.776113280000000145e+02	8.712681677078721521e+01
3.757265629999999987e+02	8.124161374190879314e+01
3.738398440000000278e+02	5.988764982758282684e+01
3.719531250000000000e+02	6.989298188777078735e+01
3.700664059999999722e+02	8.525908995822467773e+01
3.681796879999999987e+02	6.346337042479958512e+01
3.662910160000000133e+02	6.539486500438570715e+01
3.644023440000000278e+02	8.990763498264708176e+01
3.625136719999999855e+02	8.617056312097723492e+01
3.606250000000000000e+02	9.104547900255879256e+01
3.587343750000000000e+02	7.649824702491267203e+01
3.568457030000000145e+02	7.291403816395224169e+01
3.549550780000000145e+02	1.029196627319121831e+02
3.530644530000000145e+02	8.499668264441517351e+01
3.511718750000000000e+02	7.802874682076192414e+01
3.492792969999999855e+02	9.853388392562169429e+01
3.473867190000000278e+02	7.130911774358716571e+01
3.454941410000000133e+02	8.280581471024025575e+01
3.436015629999999987e+02	8.927530577628321851e+01
3.417070309999999722e+02	1.074622548144050427e+02
3.398125000000000000e+02	1.130282582176297979e+02
3.379179690000000278e+02	8.361371877752966952e+01
3.360234379999999987e+02	1.023613352609773131e+02
3.341269530000000145e+02	8.270525356350412949e+01
3.322324219999999855e+02	8.735671351441200727e+01
3.303359379999999987e+02	9.586359971600629137e+01
3.284375000000000000e+02	9.317928903453943690e+01
3.265410160000000133e+02	9.459987031572501337e+01
3.246425780000000145e+02	1.065138179040516491e+02
3.227441410000000133e+02	1.019146174246844510e+02
3.208457030000000145e+02	1.089719893635752612e+02
3.189472660000000133e+02	8.328932894904528439e+01
3.170468750000000000e+02	7.364099869965150447e+01
3.151464839999999867e+02	8.466580923588114160e+01
3.132460940000000278e+02	1.127024057032431301e+02
3.113457030000000145e+02	1.182620510802272520e+02
3.094433589999999867e+02	9.501072846184939635e+01
3.075410160000000133e+02	1.102350466671566664e+02
3.056386719999999855e+02	1.099910685546187779e+02
3.037363280000000145e+02	1.127309474779416263e+02
3.018320309999999722e+02	9.449168244121554494e+01
2.999277339999999867e+02	1.017640832038780019e+02
2.980234379999999987e+02	1.123161016985126537e+02
2.961191410000000133e+02	9.377656931742964730e+01
2.942148440000000278e+02	8.998818173257214426e+01
2.923085940000000278e+02	1.177321675356733977e+02
2.904023440000000278e+02	1.052807340386114703e+02
2.884960940000000278e+02	8.663126425512328410e+01
2.865878910000000133e+02	1.010765556996385897e+02
2.846816410000000133e+02	1.070252323593355470e+02
2.827734379999999987e+02	1.172287813517371831e+02
2.808652339999999867e+02	1.024546779422963141e+02
2.789550780000000145e+02	1.067723106231957502e+02
2.770468750000000000e+02	1.045379945411583833e+02
2.751367190000000278e+02	1.076193887333031114e+02
2.732265629999999987e+02	8.145062056337340550e+01
2.713144530000000145e+02	1.050956143852286004e+02
2.694042969999999855e+02	1.024922502718309829e+02
2.674921879999999987e+02	1.181569595372523764e+02
2.655800780000000145e+02	1.076117274961172257e+02
2.636679690000000278e+02	1.165415360236615356e+02
2.617539059999999722e+02	8.804064742775184982e+01
2.598398440000000278e+02	8.994510273818804080e+01
2.579257809999999722e+02	9.307684702861619996e+01
2.560117190000000278e+02	9.789892127130923427e+01
2.540976560000000006e+02	1.035138910004277051e+02
2.521816410000000133e+02	1.002029554335406800e+02
2.502656250000000000e+02	1.308571969615940418e+02
2.483496089999999867e+02	1.135179825707520394e+02
2.464316410000000133e+02	1.274775487517479178e+02
2.445156250000000000e+02	1.042290782492210894e+02
2.425976560000000006e+02	1.056097587659417059e+02
2.406796879999999987e+02	9.746363381287741845e+01
2.387597660000000133e+02	1.068354309126872579e+02
2.368417970000000139e+02	9.493114836849949256e+01
2.349218750000000000e+02	9.575055230355147273e+01
2.330019529999999861e+02	8.960457934338614905e+01
2.310800779999999861e+02	1.044157704926310544e+02
2.291601560000000006e+02	8.158575155714362381e+01
2.272382810000000006e+02	9.870352242127937359e+01
2.253164060000000006e+02	8.681655355480359049e+01
2.233945310000000006e+02	7.864908040329152072e+01
2.214707029999999861e+02	1.065437031636421636e+02
2.195468750000000000e+02	1.099484134887002966e+02
2.176230470000000139e+02	8.744753401112535585e+01
2.156992189999999994e+02	7.751075187359066376e+01
2.137753910000000133e+02	9.122677053345300635e+01
2.118496089999999867e+02	9.533159722182942630e+01
2.099238279999999861e+02	9.511678682855679767e+01
2.079980470000000139e+02	8.548753465551283170e+01
2.060703129999999987e+02	8.502009608633859727e+01
2.041425779999999861e+02	9.596104716112041899e+01
2.022148439999999994e+02	1.027497203459411566e+02
2.002871089999999867e+02	8.186410600322155062e+01
1.983593750000000000e+02	8.076557455650406325e+01
1.964296879999999987e+02	9.108684736239163726e+01
1.945000000000000000e+02	8.905320888645394461e+01
1.925703129999999987e+02	6.922559123570843553e+01
1.906406250000000000e+02	8.452238013597018096e+01
1.887089839999999867e+02	8.896839037645315784e+01
1.867773439999999994e+02	9.124516971975492652e+01
1.848457029999999861e+02	9.483330162546006648e+01
1.829140629999999987e+02	8.603556440823489027e+01
1.809804689999999994e+02	7.129515439119273879e+01
1.790468750000000000e+02	9.294970307082769523e+01
1.771132810000000006e+02	8.889928599006815091e+01
1.751796879999999987e+02	8.550956915207387965e+01
1.732441410000000133e+02	7.074175231502400152e+01
1.713085939999999994e+02	8.453371154621181915e+01
1.693730470000000139e+02	7.815564364710058953e+01
1.674375000000000000e+02	7.476340608455706160e+01
1.655000000000000000e+02	7.582752764864879680e+01
1.635625000000000000e+02	7.985959646990387739e+01
1.616250000000000000e+02	7.954161068982178051e+01
1.596875000000000000e+02	7.667191420944402580e+01
1.577500000000000000e+02	7.624737662572515262e+01
1.558105470000000139e+02	8.589411630737531311e+01
1.538710939999999994e+02	8.428584262129361093e+01
1.519296879999999987e+02	8.543027565133199630e+01
1.499902339999999867e+02	8.617422411076202593e+01
1.480488279999999861e+02	8.359414062871945816e+01
1.461074220000000139e+02	8.902182388879658959e+01
1.441660160000000133e+02	9.377946746941375977e+01
1.422226560000000006e+02	7.767015981485837983e+01
1.402812500000000000e+02	1.008978286083872291e+02
1.383378910000000133e+02	1.171310041032753304e+02
1.363925779999999861e+02	9.825095854570768950e+01
1.344492189999999994e+02	7.768376736540758998e+01
1.325039060000000006e+02	1.021827504167742120e+02
1.305585939999999994e+02	1.098487544973738466e+02
1.286132810000000006e+02	8.303694345881302752e+01
1.266660159999999991e+02	7.794802909334677565e+01
1.247207030000000003e+02	8.655649818691851749e+01
1.227734379999999987e+02	1.086404779792017052e+02
1.208242189999999994e+02	8.806815497043572805e+01
1.188769530000000003e+02	9.775555077429035578e+01
1.169277340000000009e+02	1.073391321199069068e+02
1.149785159999999991e+02	9.655171494736786997e+01
1.130292969999999997e+02	8.139851248360207592e+01
1.110800780000000003e+02	9.008591500864976354e+01
1.091289060000000006e+02	1.387908893994344908e+02
1.071777340000000009e+02	1.496766556870207125e+02
1.052265629999999987e+02	1.210554515617316440e+02
1.032734379999999987e+02	9.405911360840551083e+01
1.013222659999999991e+02	9.483776011432073005e+01
9.936914099999999905e+01	7.606161929848059344e+01
9.741601599999999905e+01	6.781521087732024000e+01
9.546093799999999874e+01	1.036385465528269805e+02
9.350585900000000095e+01	8.987007516353003211e+01
9.155078100000000063e+01	1.043225941028700561e+02
8.959570300000000032e+01	8.625122733198489300e+01
8.764062500000000000e+01	8.829977761688817850e+01
8.568359399999999937e+01	8.854551498669341925e+01
8.372656299999999874e+01	9.824778916462865652e+01
8.176953100000000063e+01	1.107765555653682270e+02
7.981250000000000000e+01	7.960924103620382652e+01
7.785351599999999905e+01	1.121180527335687600e+02
7.589453100000000063e+01	1.197201980018567866e+02
7.393554699999999968e+01	1.295984506198958002e+02
7.197460900000000095e+01	8.700034478017364847e+01
7.001562500000000000e+01	9.317136518871809869e+01
6.805468799999999874e+01	1.253897078256283208e+02
6.609179699999999968e+01	9.816521882391811005e+01
6.413085900000000095e+01	8.727449686486221481e+01
6.216796899999999937e+01	1.334278480604080812e+02
6.020507800000000032e+01	1.364753329737751244e+02
5.824218799999999874e+01	1.025131840234313074e+02
5.627929699999999968e+01	6.657595842887343451e+01
5.431445300000000032e+01	4.687234592088499596e+01
5.234960900000000095e+01	3.369114360364606142e+01
5.038476599999999905e+01	1.799155730937125242e+01
4.841796899999999937e+01	1.409096618692818659e+01
4.645312500000000000e+01	1.357198309262320990e+00
4.448632800000000032e+01	-1.074620507911929046e+01
4.251757800000000032e+01	5.086880822277619174e+00
4.055078100000000063e+01	1.092744916443349901e+01
3.858203100000000063e+01	-2.726937626342836651e+00
3.661328100000000063e+01	-2.487873103827334731e+00
3.464453100000000063e+01	-1.685735473277877539e+00
3.267382800000000032e+01	-2.775869878335379681e+00
3.070507800000000032e+01	-1.881609797154388586e+00
2.873437500000000000e+01	-3.128824338002851757e+00
2.676367199999999968e+01	4.012032241800369547e-01
2.479101599999999905e+01	1.597531902610529908e+00
2.281835900000000095e+01	1.038516840025113019e+00
2.084570300000000032e+01	6.135410937051030800e+00
1.887304699999999968e+01	-1.209846638796614915e+00
1.689843799999999874e+01	-2.104342510755735862e+00
1.492578100000000063e+01	-4.727903088743954818e+00
