x	intensity
9.605878910000000133e+02	6.896133284411402542e+01
9.588378910000000133e+02	5.292162255167090734e+01
9.570878910000000133e+02	6.294408088737557705e+01
9.553359380000000556e+02	7.574003012121113443e+01
9.535859380000000556e+02	5.452928744141539141e+01
9.518339839999999867e+02	9.096952484437495912e+01
9.500820310000000291e+02	6.059913467305713652e+01
9.483300779999999577e+02	6.569697523752196844e+01
9.465761720000000423e+02	6.932004715988603039e+01
9.448242189999999709e+02	7.965603699204862664e+01
9.430703130000000556e+02	7.084060154737213111e+01
9.413164060000000291e+02	5.429719610605454250e+01
9.395605470000000423e+02	8.406729323132023524e+01
9.378066410000000133e+02	5.795760835732947669e+01
9.360507810000000291e+02	7.628233657313495542e+01
9.342968750000000000e+02	7.992951330228349605e+01
9.325410160000000133e+02	9.219390926519106699e+01
9.307832029999999577e+02	9.136459981846752498e+01
9.290273439999999709e+02	9.963928612522934714e+01
9.272695310000000291e+02	8.921314245151415889e+01
9.255117189999999709e+02	8.268387619894060947e+01
9.237539060000000291e+02	8.699263805901259161e+01
9.219960939999999709e+02	8.955856448999534791e+01
9.202382810000000291e+02	9.117819163374659297e+01
9.184785160000000133e+02	9.699722390779562886e+01
9.167187500000000000e+02	9.244239718317355425e+01
9.149589839999999867e+02	8.383955714464224229e+01
9.131992189999999709e+02	9.215521895427704635e+01
9.114375000000000000e+02	9.543877593909869006e+01
9.096757810000000291e+02	8.899977081322734307e+01
9.079160160000000133e+02	1.176197038256088376e+02
9.061523439999999709e+02	9.394859534569880566e+01
9.043906250000000000e+02	8.185988363257007450e+01
9.026289060000000291e+02	9.636416028169141157e+01
9.008652339999999867e+02	9.282242008404709566e+01
8.991015630000000556e+02	8.961387537402906389e+01
8.973378910000000133e+02	9.328727867782139072e+01
8.955722660000000133e+02	8.205913522744607747e+01
8.938085939999999709e+02	9.473518296913938741e+01
8.920429689999999709e+02	9.677274735937055539e+01
8.902773439999999709e+02	9.682122926255040340e+01
8.885117189999999709e+02	8.080374897362163722e+01
8.867460939999999709e+02	8.745520525429131453e+01
8.849785160000000133e+02	8.471116710388585602e+01
8.832109380000000556e+02	8.511577224630237026e+01
8.814433589999999867e+02	9.458450587080724858e+01
8.796757810000000291e+02	9.510469975195675829e+01
8.779082029999999577e+02	7.811811134257989409e+01
8.761386720000000423e+02	8.077827505049319257e+01
8.743691410000000133e+02	9.167660507559990890e+01
8.725996089999999867e+02	8.211933395530800794e+01
8.708300779999999577e+02	9.040084921995510570e+01
8.690605470000000423e+02	7.940633989387235658e+01
8.672890630000000556e+02	8.674758874043601509e+01
8.655175779999999577e+02	9.984024873504877462e+01
8.637460939999999709e+02	7.423234814801367065e+01
8.619746089999999867e+02	8.882117457738058874e+01
8.602011720000000423e+02	1.048299616211703551e+02
8.584296880000000556e+02	9.936063914750748438e+01
8.566562500000000000e+02	7.342636261186616764e+01
8.548828130000000556e+02	8.372581796021162859e+01
8.531074220000000423e+02	1.050157820107638003e+02
8.513339839999999867e+02	8.188549009863452000e+01
8.495585939999999709e+02	8.814158771615831256e+01
8.477832029999999577e+02	9.561743837293288095e+01
8.460078130000000556e+02	8.970029915884775562e+01
8.442324220000000423e+02	1.192281086323193904e+02
8.424550779999999577e+02	1.101007471074496777e+02
8.406777339999999867e+02	9.505440657004736238e+01
8.389003910000000133e+02	9.011963362365165153e+01
8.371230470000000423e+02	8.092701502966598071e+01
8.353457029999999577e+02	1.074924130998706744e+02
8.335664060000000291e+02	1.034825061242940194e+02
8.317871089999999867e+02	9.909693060000694231e+01
8.300078130000000556e+02	1.099499099432674427e+02
8.282285160000000133e+02	8.548650407983485877e+01
8.264492189999999709e+02	9.829822968780523240e+01
8.246679689999999709e+02	1.203930553861133035e+02
8.228867189999999709e+02	1.213202373589393233e+02
8.211054689999999709e+02	1.288042124960578292e+02
